ATAB
Number_of_integer_label_columns: 5
Number_of_real_label_columns: 0
Number_of_data_columns: 14
Number_of_data_rows: 4368
Width_of_text_label_column: 15
Type_of_product: 'Observations from DWH'
Start_time: 2017-01-01 00:00 +0:00
End_time: 2021-01-01 00:00 +0:00
Missing_value_code: -9999.0
Descriptor: BETU24	ALNU24	POAC24
Parameter: 'Birch pol cnc. 24h 0-0 UTC'	'Alder pol cnc. 24h 0-0 UTC'	'Grass pol cnc. 24h 0-0 UTC'
Unit: '1/m^3'	'1/m^3'	'1/m^3'
Indicator: PLO	PBS	PBE	PBU	PLS	PDS	PLU	PLZ	PMU	PVI	PNE	PZH	PGE	PCF
Latitude: 46.173	47.562	46.947	47.173	46.525	46.828	46.004	47.058	47.63	46.292	47.001	47.378	46.192	47.113
Longitude: 8.787	7.584	7.421	9.473	6.643	9.854	8.961	8.297	9.237	7.883	6.95	8.566	6.149	6.832
Height: 376	256	551	446	569	1587	275	463	412	648	489	558	382	1037
PARAMETER        YYYY MM DD HH mm PLO PBS PBE PBU PLS PDS PLU PLZ PMU PVI PNE PZH PGE PCF
BETU24              2019        6       30        0        0     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     1.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
BETU24              2019        7        1        0        0     0.000000000     0.000000000     0.000000000     1.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     1.000000000     0.000000000     0.000000000     0.000000000     0.000000000
BETU24              2019        7        2        0        0     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
BETU24              2019        7        3        0        0     0.000000000     0.000000000     0.000000000     1.000000000     1.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
BETU24              2019        7        4        0        0     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
BETU24              2019        7        5        0        0     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
BETU24              2019        7        6        0        0     1.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     1.000000000     1.000000000     1.000000000     0.000000000     1.000000000     0.000000000     0.000000000
BETU24              2019        7        7        0        0     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
BETU24              2019        7        8        0        0     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     1.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
BETU24              2019        7        9        0        0     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     1.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
BETU24              2019        7       10        0        0     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     1.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
BETU24              2019        7       11        0        0     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
BETU24              2019        7       12        0        0     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
BETU24              2019        7       13        0        0     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
BETU24              2019        7       14        0        0     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
BETU24              2019        7       15        0        0     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     1.000000000     0.000000000     1.000000000     1.000000000     0.000000000     0.000000000     0.000000000
BETU24              2019        7       16        0        0 -9999.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000 -9999.000000000     0.000000000     1.000000000     0.000000000     0.000000000     0.000000000
BETU24              2019        7       17        0        0 -9999.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000 -9999.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
BETU24              2019        7       18        0        0     1.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000 -9999.000000000     1.000000000     0.000000000     0.000000000     0.000000000     0.000000000
BETU24              2019        7       19        0        0     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000 -9999.000000000     0.000000000     0.000000000     1.000000000     0.000000000     0.000000000
BETU24              2019        7       20        0        0     0.000000000     0.000000000     1.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000 -9999.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
BETU24              2019        7       21        0        0     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     1.000000000 -9999.000000000     0.000000000     0.000000000     0.000000000     1.000000000     0.000000000
BETU24              2019        7       22        0        0 -9999.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000 -9999.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
BETU24              2019        7       23        0        0 -9999.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
BETU24              2019        7       24        0        0 -9999.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
BETU24              2019        7       25        0        0 -9999.000000000     0.000000000     1.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
BETU24              2019        7       26        0        0 -9999.000000000     0.000000000     3.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     3.000000000     0.000000000     1.000000000     0.000000000     0.000000000
BETU24              2019        7       27        0        0     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
BETU24              2019        7       28        0        0     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
BETU24              2019        7       29        0        0     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000 -9999.000000000     0.000000000     0.000000000
BETU24              2019        7       30        0        0     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000 -9999.000000000     0.000000000     0.000000000
BETU24              2019        7       31        0        0     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000 -9999.000000000     0.000000000     0.000000000
BETU24              2019        8        1        0        0     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000 -9999.000000000     0.000000000     0.000000000
BETU24              2019        8        2        0        0     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000 -9999.000000000     0.000000000     0.000000000
BETU24              2019        8        3        0        0     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     1.000000000     0.000000000     0.000000000 -9999.000000000     0.000000000     0.000000000
BETU24              2019        8        4        0        0     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000 -9999.000000000     0.000000000     0.000000000
BETU24              2019        8        5        0        0     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000 -9999.000000000     0.000000000     0.000000000
BETU24              2019        8        6        0        0     0.000000000     0.000000000     0.000000000     4.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
BETU24              2019        8        7        0        0     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
BETU24              2019        8        8        0        0     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
BETU24              2019        8        9        0        0     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
BETU24              2019        8       10        0        0     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     1.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
BETU24              2019        8       11        0        0     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     1.000000000     0.000000000     0.000000000     0.000000000     0.000000000
BETU24              2019        8       12        0        0     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
BETU24              2019        8       13        0        0     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
BETU24              2019        8       14        0        0     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
BETU24              2019        8       15        0        0     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
BETU24              2019        8       16        0        0     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
BETU24              2019        8       17        0        0     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
BETU24              2019        8       18        0        0     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
BETU24              2019        8       19        0        0     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
BETU24              2019        8       20        0        0     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
BETU24              2019        8       21        0        0     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
BETU24              2019        8       22        0        0     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
BETU24              2019        8       23        0        0     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
BETU24              2019        8       24        0        0     0.000000000     0.000000000     0.000000000     1.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
BETU24              2019        8       25        0        0     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
BETU24              2019        8       26        0        0     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
BETU24              2019        8       27        0        0     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
BETU24              2019        8       28        0        0     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
BETU24              2019        8       29        0        0     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
BETU24              2019        8       30        0        0     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
BETU24              2019        8       31        0        0     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
BETU24              2019        9        1        0        0     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
BETU24              2019        9        2        0        0     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000 -9999.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
BETU24              2019        9        3        0        0     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000 -9999.000000000     0.000000000     0.000000000     0.000000000     1.000000000     0.000000000     0.000000000     0.000000000     0.000000000
BETU24              2019        9        4        0        0     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000 -9999.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
BETU24              2019        9        5        0        0     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000 -9999.000000000     0.000000000     0.000000000     1.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
BETU24              2019        9        6        0        0     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000 -9999.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
BETU24              2019        9        7        0        0     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000 -9999.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
BETU24              2019        9        8        0        0     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000 -9999.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
BETU24              2019        9        9        0        0     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000 -9999.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
BETU24              2019        9       10        0        0     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000 -9999.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
BETU24              2019        9       11        0        0     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000 -9999.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
BETU24              2019        9       12        0        0     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000 -9999.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
BETU24              2019        9       13        0        0     1.000000000     0.000000000     0.000000000     0.000000000     0.000000000 -9999.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
BETU24              2019        9       14        0        0     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000 -9999.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
BETU24              2019        9       15        0        0     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000 -9999.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
BETU24              2019        9       16        0        0     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000 -9999.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
BETU24              2019        9       17        0        0     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
BETU24              2019        9       18        0        0     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
BETU24              2019        9       19        0        0     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
BETU24              2019        9       20        0        0     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     1.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
BETU24              2019        9       21        0        0     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
BETU24              2019        9       22        0        0     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     1.000000000     0.000000000
BETU24              2019        9       23        0        0     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
BETU24              2019        9       24        0        0     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
BETU24              2019        9       25        0        0     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     1.000000000     0.000000000     0.000000000     0.000000000     0.000000000
BETU24              2019        9       26        0        0     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
BETU24              2019        9       27        0        0     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     1.000000000     0.000000000     0.000000000     0.000000000     0.000000000
BETU24              2019        9       28        0        0     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
BETU24              2019        9       29        0        0     0.000000000     0.000000000 -9999.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
BETU24              2019        9       30        0        0 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000     0.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000     0.000000000 -9999.000000000
BETU24              2019       10        1        0        0 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000     0.000000000 -9999.000000000
BETU24              2019       10        2        0        0 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000     0.000000000 -9999.000000000
BETU24              2019       10        3        0        0 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000     0.000000000 -9999.000000000
BETU24              2019       10        4        0        0 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000     0.000000000 -9999.000000000
BETU24              2019       10        5        0        0 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000     0.000000000 -9999.000000000
BETU24              2019       10        6        0        0 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000     0.000000000 -9999.000000000
BETU24              2019       10        7        0        0 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000     0.000000000 -9999.000000000
BETU24              2019       10        8        0        0 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000     0.000000000 -9999.000000000
BETU24              2019       10        9        0        0 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000     0.000000000 -9999.000000000
BETU24              2019       10       10        0        0 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000     0.000000000 -9999.000000000
BETU24              2019       10       11        0        0 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000     0.000000000 -9999.000000000
BETU24              2019       10       12        0        0 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000     0.000000000 -9999.000000000
BETU24              2019       10       13        0        0 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000     0.000000000 -9999.000000000
BETU24              2019       10       14        0        0 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000     0.000000000 -9999.000000000
BETU24              2019       10       15        0        0 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000     0.000000000 -9999.000000000
BETU24              2019       10       16        0        0 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000     0.000000000 -9999.000000000
BETU24              2019       10       17        0        0 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000     0.000000000 -9999.000000000
BETU24              2019       10       18        0        0 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000     0.000000000 -9999.000000000
BETU24              2019       10       19        0        0 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000     0.000000000 -9999.000000000
BETU24              2019       10       20        0        0 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000     0.000000000 -9999.000000000
BETU24              2019       10       21        0        0 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000     0.000000000 -9999.000000000
BETU24              2019       10       22        0        0 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000     0.000000000 -9999.000000000
BETU24              2019       10       23        0        0 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000     0.000000000 -9999.000000000
BETU24              2019       10       24        0        0 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000     0.000000000 -9999.000000000
BETU24              2019       10       25        0        0 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000     0.000000000 -9999.000000000
BETU24              2019       10       26        0        0 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000     0.000000000 -9999.000000000
BETU24              2019       10       27        0        0 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000     0.000000000 -9999.000000000
BETU24              2019       10       28        0        0 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000     0.000000000 -9999.000000000
BETU24              2019       10       29        0        0 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000     0.000000000 -9999.000000000
BETU24              2019       10       30        0        0 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000     0.000000000 -9999.000000000
BETU24              2019       10       31        0        0 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000     0.000000000 -9999.000000000
BETU24              2019       11        1        0        0 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000 -9999.000000000     0.000000000 -9999.000000000
